training_exp,epoch,training_accuracy,training_f1,val_accuracy,training_loss,val_loss
0,0,0.9721,0.8547,0,0,0
1,0,0.9526,0.8103,0,0,0
2,0,0.9721,0.8835,0,0,0
3,0,0.9424,0.7843,0,0,0
4,0,0.9660,0.8488,0,0,0
