training_exp,epoch,training_accuracy,training_f1,val_accuracy,training_loss,val_loss
0,0,0.7570,0.7501,0.3124,0,0
1,0,0.9985,0.9835,0.0000,0,0
2,0,0.9994,0.9922,0.0000,0,0
3,0,0.9991,0.9903,0.0000,0,0
4,0,0.9994,0.9939,0.0000,0,0
