training_exp,epoch,training_accuracy,training_f1,val_accuracy,training_loss,val_loss
0,0,0.7136,0.7285,0,0,0
1,0,0.9964,0.9809,0,0,0
2,0,0.9959,0.9812,0,0,0
3,0,0.9957,0.9786,0,0,0
4,0,0.9956,0.9784,0,0,0
