training_exp,epoch,training_accuracy,training_f1,val_accuracy,training_loss,val_loss
0,0,0.7128,0.7239,0.0002,0,0
1,0,0.9962,0.9808,0.0626,0,0
2,0,0.9744,0.9694,0.0913,0,0
3,0,0.9128,0.9386,0.0627,0,0
4,0,0.9171,0.9392,0.0627,0,0
