training_exp,epoch,training_accuracy,training_f1,val_accuracy,training_loss,val_loss
0,0,0.9716,0.8516,0.2381,0,0
1,0,0.9525,0.7730,0.0000,0,0
2,0,0.9743,0.8738,0.0000,0,0
3,0,0.9453,0.7775,0.0000,0,0
4,0,0.9722,0.8565,0.0000,0,0
