training_exp,epoch,training_accuracy,training_f1,val_accuracy,training_loss,val_loss
0,0,0.9716,0.8499,0.0426,0,0
0,1,0.9753,0.9131,0.9881,0,0
1,0,0.9505,0.8198,0.0469,0,0
1,1,0.9570,0.8792,0.9780,0,0
2,0,0.9618,0.8520,0.0168,0,0
2,1,0.9733,0.9306,0.9909,0,0
3,0,0.9295,0.7556,0.0298,0,0
3,1,0.9441,0.8304,0.9706,0,0
4,0,0.9396,0.7677,0.0086,0,0
4,1,0.9657,0.9022,0.9924,0,0
