training_exp,epoch,training_accuracy,training_f1,val_accuracy,training_loss,val_loss
0,0,0.9822,0.9019,0.2381,0,0
1,0,0.9668,0.8287,0.0000,0,0
2,0,0.9839,0.9198,0.0000,0,0
3,0,0.9594,0.8295,0.0000,0,0
4,0,0.9843,0.9130,0.0000,0,0
