training_exp,epoch,training_accuracy,training_f1,val_accuracy,training_loss,val_loss
0,0,0.7155,0.7297,0.3124,0,0
1,0,0.9975,0.9783,0.0000,0,0
2,0,0.9982,0.9789,0.0000,0,0
3,0,0.9980,0.9860,0.0000,0,0
4,0,0.9983,0.9820,0.0000,0,0
