training_exp,epoch,training_accuracy,training_f1,val_accuracy,training_loss,val_loss
0,0,0.9959,0.9674,0.2381,0,0
1,0,0.9955,0.9685,0.0000,0,0
2,0,0.9951,0.9792,0.0000,0,0
3,0,0.9866,0.9491,0.0000,0,0
4,0,0.9972,0.9820,0.0000,0,0
