training_exp,epoch,training_accuracy,training_f1,val_accuracy,training_loss,val_loss
0,0,0.7187,0.4926,0,0,0
1,0,0.3503,0.1247,0,0,0
2,0,0.4701,0.1767,0,0,0
3,0,0.2827,0.0839,0,0,0
4,0,0.3153,0.1061,0,0,0
